year,cbsa_title,DMA,outbound,inbound,netgain,pct_inbound
2019,"Augusta-Richmond County, GA-SC",NA,55355,54204,-1151,0.4947471225549704
2019,"Augusta-Waterville, ME",NA,13870,13240,-630,0.4883806713389893
2019,"Austin-Round Rock-Georgetown, TX",NA,258461,269343,10882,0.510308750975741
2019,"Austin, MN",NA,3812,3456,-356,0.4755090809025867
2019,"Bainbridge, GA",NA,2258,2045,-213,0.4752498257029979
2019,"Bakersfield, CA",NA,70235,66499,-3736,0.4863384381353577
2019,"Baltimore-Columbia-Towson, MD",NA,271934,260138,-11796,0.4889150340555414
2019,"Bangor, ME",NA,18132,16231,-1901,0.47233943485725927
2019,"Baraboo, WI",NA,6890,6282,-608,0.47692074096568476
2019,"Bardstown, KY",NA,4433,4009,-424,0.4748874674247809
2019,"Barnstable Town, MA",NA,31806,32299,493,0.5038452538803525
2019,"Barre, VT",NA,6744,6269,-475,0.48174902021055865
2019,"Bartlesville, OK",NA,4747,4571,-176,0.4905559132861129
2019,"Batavia, NY",NA,5165,4592,-573,0.47063646612688326
2019,"Batesville, AR",NA,5448,5189,-259,0.48782551471279495
2019,"Baton Rouge, LA",NA,60234,57470,-2764,0.488258682797526
2019,"Battle Creek, MI",NA,16902,14195,-2707,0.45647490111586325
2019,"Bay City, MI",NA,10124,9143,-981,0.4745419629418176
2019,"Bay City, TX",HOUSTON,3331,2701,-630,0.4477785145888594
2019,"Beatrice, NE",NA,2378,1851,-527,0.437692125798061
2019,"Beaumont-Port Arthur, TX",NA,33379,30316,-3063,0.47595572650914514
2019,"Beaver Dam, WI",NA,8305,7489,-816,0.4741674053438014
2019,"Beckley, WV",NA,5914,5324,-590,0.47374977754048764
2019,"Bedford, IN",NA,4969,4285,-684,0.46304300842878754
2019,"Beeville, TX",NA,1846,1734,-112,0.48435754189944136
2019,"Bellefontaine, OH",NA,4446,4080,-366,0.47853624208304013
2019,"Bellingham, WA",NA,25646,25081,-565,0.49443097364322747
2019,"Bemidji, MN",NA,4703,4130,-573,0.46756481376655723
2019,"Bend, OR",NA,26808,28142,1334,0.5121383075523203
2019,"Bennettsville, SC",NA,1687,1462,-225,0.4642743728167672
2019,"Bennington, VT",NA,3887,3272,-615,0.45704707361363317
2019,"Berlin, NH",NA,4183,3621,-562,0.4639928241927217
2019,"Big Rapids, MI",NA,5203,4569,-634,0.46756037658616456
2019,"Big Spring, TX",NA,2681,2377,-304,0.46994859628311586
2019,"Big Stone Gap, VA",NA,2959,2398,-561,0.44763860369609854
2019,"Billings, MT",NA,24078,20666,-3412,0.4618719828356875
2019,"Binghamton, NY",NA,27043,24097,-2946,0.47119671490027376
2019,"Birmingham-Hoover, AL",NA,90361,87112,-3249,0.4908464949597967
2019,"Bismarck, ND",NA,15599,12290,-3309,0.44067553515723046
2019,"Blackfoot, ID",NA,3832,3405,-427,0.47049882548017136
2019,"Blacksburg-Christiansburg, VA",NA,17752,13801,-3951,0.43739105631794123
2019,"Bloomington, IL",NA,17099,15532,-1567,0.4759890901290184
2019,"Bloomington, IN",NA,29149,16184,-12965,0.35700262501930163
2019,"Bloomsburg-Berwick, PA",NA,7653,6954,-699,0.4760731156294927
2019,"Bluefield, WV-VA",NA,7419,6455,-964,0.46525875738791983
2019,"Blytheville, AR",NA,4026,3315,-711,0.45157335512872904
2019,"Bogalusa, LA",NA,3388,2877,-511,0.4592178770949721
2019,"Boise City, ID",NA,83118,83631,513,0.501538240109386
2019,"Bonham, TX",NA,2582,2511,-71,0.49302964853720793
2019,"Boone, NC",NA,5167,4369,-798,0.4581585570469799
2019,"Borger, TX",NA,1860,1552,-308,0.4548651817116061
2019,"Boston-Cambridge-Newton, MA-NH",NA,467281,436163,-31118,0.48277812459875763
2019,"Boulder, CO",NA,46263,41815,-4448,0.47474965371602446
2019,"Bowling Green, KY",NA,17804,17471,-333,0.49527994330262226
2019,"Bozeman, MT",NA,18340,16453,-1887,0.4728824763601874
2019,"Bradford, PA",NA,4261,3699,-562,0.46469849246231154
2019,"Brainerd, MN",NA,13409,12370,-1039,0.4798479382443074
2019,"Branson, MO",NA,8738,7543,-1195,0.46330078005036546
2019,"Breckenridge, CO",NA,4236,3925,-311,0.48094596250459504
2019,"Bremerton-Silverdale-Port Orchard, WA",NA,31908,28675,-3233,0.4733175973457901
2019,"Brenham, TX",HOUSTON,2613,2586,-27,0.49740334679746107
2019,"Brevard, NC",NA,2874,3223,349,0.528620633098245
2019,"Bridgeport-Stamford-Norwalk, CT",NEW YORK,77430,76006,-1424,0.4953596287703016
2019,"Brookhaven, MS",NA,1841,1698,-143,0.4797965526985024
2019,"Brookings, OR",NA,2808,2993,185,0.515945526633339
2019,"Brookings, SD",NA,3978,2981,-997,0.42836614456100014
2019,"Brownsville-Harlingen, TX",NA,18106,21479,3373,0.5426045219148667
2019,"Brownsville, TN",NA,1305,1269,-36,0.493006993006993
2019,"Brownwood, TX",NA,3632,3727,95,0.5064546813425738
2019,"Brunswick, GA",NA,12239,11494,-745,0.4843045548392534
2019,"Bucyrus-Galion, OH",NA,4483,3956,-527,0.4687759213176917
2019,"Buffalo-Cheektowaga, NY",NA,107456,101727,-5729,0.4863062485957272
2019,"Burley, ID",NA,3447,3297,-150,0.4888790035587189
2019,"Burlington-South Burlington, VT",NA,29826,25355,-4471,0.4594878672006669
2019,"Burlington, IA-IL",NA,6193,4172,-2021,0.40250844187168355
2019,"Burlington, NC",NA,12950,14235,1285,0.5236343571822696
2019,"Butte-Silver Bow, MT",NA,3790,3332,-458,0.4678461106430778
2019,"Cadillac, MI",NA,5938,5299,-639,0.4715671442555842
2019,"Calhoun, GA",NA,4580,4669,89,0.5048113309546978
2019,"California-Lexington Park, MD",NA,8833,8938,105,0.5029542513083113
2019,"Cambridge, MD",NA,2975,2763,-212,0.48152666434297664
2019,"Cambridge, OH",NA,3823,3198,-625,0.45549067084460904
2019,"Camden, AR",NA,1923,1715,-208,0.471412864211105
2019,"Campbellsville, KY",NA,3819,3196,-623,0.4555951532430506
2019,"Cañon City, CO",NA,5155,4578,-577,0.4703585739237645
2019,"Canton-Massillon, OH",NA,36211,33406,-2805,0.4798540586351035
2019,"Cape Coral-Fort Myers, FL",NA,148497,150422,1925,0.5032199358354604
2019,"Cape Girardeau, MO-IL",NA,10232,8769,-1463,0.4615020262091469
2019,"Carbondale-Marion, IL",NA,16184,12587,-3597,0.43748913836849607
2019,"Carlsbad-Artesia, NM",NA,4800,4154,-646,0.4639267366540094
2019,"Carroll, IA",NA,1949,1662,-287,0.4602603157020216
2019,"Carson City, NV",NA,6871,6650,-221,0.49182752754973746
2019,"Casper, WY",NA,9153,8934,-219,0.49394592801459614
2019,"Cedar City, UT",NA,4998,4948,-50,0.4974864267042027
2019,"Cedar Rapids, IA",NA,34228,28501,-5727,0.4543512569943726
2019,"Cedartown, GA",NA,4208,3673,-535,0.46605760690267733
2019,"Celina, OH",NA,2916,2528,-388,0.46436443791329907
2019,"Central City, KY",NA,2484,2286,-198,0.47924528301886793
2019,"Centralia, IL",NA,4184,3515,-669,0.4565527990648136
2019,"Centralia, WA",NA,7761,7718,-43,0.4986110213838103
2019,"Chambersburg-Waynesboro, PA",NA,12637,11667,-970,0.4800444371296906
2019,"Champaign-Urbana, IL",NA,26106,22021,-4085,0.4575602052901698
2019,"Charleston-Mattoon, IL",NA,6753,5807,-946,0.4623407643312102
2019,"Charleston-North Charleston, SC",NA,88248,86935,-1313,0.4962524902530497
2019,"Charleston, WV",NA,17974,15581,-2393,0.46434212486961707
2019,"Charlotte-Concord-Gastonia, NC-SC",NA,250683,261687,11004,0.5107383336260906
2019,"Charlottesville, VA",NA,22118,20574,-1544,0.48191698678909395
2019,"Chattanooga, TN-GA",NA,53340,52204,-1136,0.49461835822026834
2019,"Cheyenne, WY",NA,12200,11622,-578,0.487868356980942
2019,"Chicago-Naperville-Elgin, IL-IN-WI",CHICAGO,838128,779623,-58505,0.4819177982272921
2019,"Chico, CA",NA,44590,24118,-20472,0.3510217150841241
2019,"Chillicothe, OH",NA,6689,5981,-708,0.4720599842146804
2019,"Cincinnati, OH-KY-IN",NA,199124,194412,-4712,0.4940132541876728
2019,"Clarksburg, WV",NA,6451,5639,-812,0.4664185277088503
2019,"Clarksdale, MS",NA,1696,1363,-333,0.44557044785877736
2019,"Clarksville, TN-KY",NA,40112,36630,-3482,0.47731359620546765
2019,"Clearlake, CA",NA,5939,5259,-680,0.46963743525629575
2019,"Cleveland-Elyria, OH",NA,187405,180902,-6503,0.4911717670313081
2019,"Cleveland, MS",NA,1645,1279,-366,0.4374145006839945
2019,"Cleveland, TN",NA,11530,11385,-145,0.4968361335369845
2019,"Clewiston, FL",NA,3462,3899,437,0.5296834669202554
2019,"Clinton, IA",NA,5257,3928,-1329,0.4276537833424061
2019,"Clovis, NM",NA,5618,5175,-443,0.47947743908088575
2019,"Coeur d'Alene, ID",NA,21303,22631,1328,0.5151135794600993
2019,"Coffeyville, KS",NA,4331,3195,-1136,0.42452830188679247
2019,"Coldwater, MI",NA,5102,4387,-715,0.46232479713352304
2019,"College Station-Bryan, TX",NA,28108,23669,-4439,0.45713347625393513
2019,"Colorado Springs, CO",NA,103678,97590,-6088,0.48487588687719857
2019,"Columbia, MO",NA,25173,21279,-3894,0.4580857659519504
2019,"Columbia, SC",NA,72792,71406,-1386,0.4951941081013606
2019,"Columbus, GA-AL",NA,32643,30336,-2307,0.48168437098080313
2019,"Columbus, IN",NA,9409,8140,-1269,0.4638440936805516
2019,"Columbus, MS",NA,5196,4840,-356,0.4822638501394978
2019,"Columbus, NE",NA,3632,2942,-690,0.44752053544265286
2019,"Columbus, OH",NA,220928,211742,-9186,0.4893845193796658
2019,"Concord, NH",NA,15222,14360,-862,0.48543032925427626
2019,"Connersville, IN",NA,3276,2428,-848,0.42566619915848525
2019,"Cookeville, TN",NA,10746,10869,123,0.5028452463566967
2019,"Coos Bay, OR",NA,8711,7832,-879,0.473432871909569
2019,"Cordele, GA",NA,1827,1724,-103,0.4854970430864545
2019,"Corinth, MS",NA,2700,2711,11,0.5010164479763445
2019,"Cornelia, GA",NA,3298,3237,-61,0.4953328232593726
2019,"Corning, NY",NA,11099,9605,-1494,0.4639200154559505
2019,"Corpus Christi, TX",NA,38148,37526,-622,0.4958902661416074
2019,"Corsicana, TX",NA,3364,3615,251,0.517982518985528
2019,"Cortland, NY",NA,5119,4756,-363,0.481620253164557
2019,"Corvallis, OR",NA,11400,8896,-2504,0.4383129680725266
2019,"Coshocton, OH",NA,3242,3187,-55,0.49572250738839635
2019,"Craig, CO",NA,1579,1297,-282,0.45097357440890123
2019,"Crawfordsville, IN",NA,4379,3890,-489,0.47043173297859475
2019,"Crescent City, CA",NA,2317,2393,76,0.508067940552017
2019,"Crestview-Fort Walton Beach-Destin, FL",NA,38404,43266,4862,0.5297661319946124
2019,"Crossville, TN",NA,6085,6248,163,0.5066082867104517
2019,"Cullman, AL",NA,6113,6620,507,0.5199088981386947
2019,"Cullowhee, NC",NA,5306,5193,-113,0.49461853509858084
2019,"Cumberland, MD-WV",NA,7470,6362,-1108,0.4599479467900521
2019,"Dallas-Fort Worth-Arlington, TX",NA,746165,753444,7279,0.5024269659624608
2019,"Dalton, GA",NA,10333,8960,-1373,0.4644171461151713
2019,"Danville, IL",NA,8910,7474,-1436,0.4561767578125
2019,"Danville, KY",NA,5325,5163,-162,0.49227688787185353
2019,"Danville, VA",NA,7739,7031,-708,0.4760324983073798
2019,"Daphne-Fairhope-Foley, AL",NA,24268,27665,3397,0.5327056014480196
2019,"Davenport-Moline-Rock Island, IA-IL",NA,43940,36123,-7817,0.4511821940222075
2019,"Dayton-Kettering, OH",NA,80340,76804,-3536,0.4887491727332892
2019,"Dayton, TN",NA,2942,2983,41,0.5034599156118144
2019,"Decatur, AL",NA,11955,11161,-794,0.48282574839937703
2019,"Decatur, IL",NA,13921,10188,-3733,0.4225807789622133
2019,"Decatur, IN",NA,2815,2478,-337,0.4681655016058946
2019,"Defiance, OH",NA,3806,3213,-593,0.457757515315572
2019,"Del Rio, TX",NA,3482,3072,-410,0.46872139151663106
2019,"Deltona-Daytona Beach-Ormond Beach, FL",NA,89772,93158,3386,0.5092549062482917
2019,"Deming, NM",NA,2163,2101,-62,0.4927298311444653
2019,"Denver-Aurora-Lakewood, CO",NA,376829,366248,-10581,0.49288028024013664
2019,"DeRidder, LA",NA,3011,2866,-145,0.4876637740343713
2019,"Des Moines-West Des Moines, IA",NA,81020,76011,-5009,0.4840509198820615
2019,"Detroit-Warren-Dearborn, MI",NA,395004,367801,-27203,0.48216909957328546
2019,"Dickinson, ND",NA,3983,3637,-346,0.4772965879265092
2019,"Dixon, IL",NA,3345,2722,-623,0.44865666721608705
2019,"Dodge City, KS",NA,3906,2530,-1376,0.3931013051584835
2019,"Dothan, AL",NA,14504,14128,-376,0.49343392008941045
2019,"Douglas, GA",NA,4033,3383,-650,0.45617583603020495
2019,"Dover, DE",PHILADELPHIA,15140,15717,577,0.5093495803221311
2019,"Dublin, GA",NA,4759,4536,-223,0.48800430338891876
2019,"DuBois, PA",NA,5138,4568,-570,0.4706367195549145
2019,"Dubuque, IA",NA,9308,8289,-1019,0.47104620105699835
2019,"Duluth, MN-WI",NA,32006,28380,-3626,0.4699764846156394
2019,"Dumas, TX",NA,1954,1265,-689,0.3929791860826344
2019,"Duncan, OK",NA,4907,3956,-951,0.4463499943585693
2019,"Durango, CO",NA,7490,7316,-174,0.49412400378225046
2019,"Durant, OK",NA,5168,4556,-612,0.46853146853146854
2019,"Durham-Chapel Hill, NC",RALEIGH,59288,58340,-948,0.4959703471962458
2019,"Dyersburg, TN",NA,4094,3536,-558,0.46343381389252947
2019,"Eagle Pass, TX",NA,1984,1978,-6,0.49924280666330134
2019,"East Stroudsburg, PA",NA,14723,13352,-1371,0.4755832591273375
2019,"Easton, MD",NA,2874,3050,176,0.5148548278190412
2019,"Eau Claire, WI",NA,20778,16994,-3784,0.4499099862331886
2019,"Edwards, CO",NA,5763,4212,-1551,0.4222556390977444
2019,"Effingham, IL",NA,3084,2773,-311,0.4734505719651699
2019,"El Campo, TX",HOUSTON,2996,2565,-431,0.4612479769825571
2019,"El Centro, CA",NA,10998,11367,369,0.5082494969818914
2019,"El Dorado, AR",NA,3110,2628,-482,0.45799930289299406
2019,"El Paso, TX",NA,61163,56954,-4209,0.48218292032476273
2019,"Elizabeth City, NC",NA,4139,4209,70,0.5041926209870627
2019,"Elizabethtown-Fort Knox, KY",NA,18436,16759,-1677,0.4761755931240233
2019,"Elk City, OK",NA,2297,1743,-554,0.43143564356435643
2019,"Elkhart-Goshen, IN",NA,21783,18163,-3620,0.45468882992039256
2019,"Elkins, WV",NA,2115,1709,-406,0.4469142259414226
2019,"Elko, NV",NA,5840,4649,-1191,0.44322623701020114
2019,"Ellensburg, WA",NA,6258,5307,-951,0.45888456549935147
2019,"Elmira, NY",NA,9353,8632,-721,0.4799555184876286
2019,"Emporia, KS",NA,5583,3334,-2249,0.37389256476393407
2019,"Enid, OK",NA,6337,5063,-1274,0.44412280701754386
2019,"Enterprise, AL",NA,5301,4867,-434,0.47865853658536583
2019,"Erie, PA",NA,26710,23563,-3147,0.46870089312354546
2019,"Escanaba, MI",NA,3708,3363,-345,0.4756045820958846
2019,"Española, NM",NA,872,765,-107,0.46731826511912034
2019,"Eufaula, AL-GA",NA,1611,1544,-67,0.48938193343898573
2019,"Eugene-Springfield, OR",NA,49937,45231,-4706,0.4752753026227303
2019,"Eureka-Arcata, CA",NA,14045,11809,-2236,0.4567571749052371
2019,"Evanston, WY",NA,2251,1725,-526,0.43385311871227367
2019,"Evansville, IN-KY",NA,34802,31262,-3540,0.47320779849842576
2019,"Fairbanks, AK",NA,11423,9095,-2328,0.4432693244955649
2019,"Fairfield, IA",NA,1977,1741,-236,0.4682625067240452
2019,"Fairmont, MN",NA,2018,1620,-398,0.44529961517317207
2019,"Fairmont, WV",NA,4124,3610,-514,0.46677010602534263
2019,"Fallon, NV",NA,2846,2768,-78,0.49305308158175987
2019,"Fargo, ND-MN",NA,37466,29189,-8277,0.4379116345360438
2019,"Faribault-Northfield, MN",NA,6152,5656,-496,0.47899728997289975
2019,"Farmington, MO",NA,6882,6752,-130,0.4952325069678744
2019,"Farmington, NM",NA,8490,7307,-1183,0.4625561815534595
2019,"Fayetteville-Springdale-Rogers, AR",NA,57540,54916,-2624,0.48833321476844277
2019,"Fayetteville, NC",RALEIGH,60094,53075,-7019,0.46898885737260204
2019,"Fergus Falls, MN",NA,6436,6064,-372,0.48512
2019,"Fernley, NV",NA,6843,6559,-284,0.48940456648261454
2019,"Findlay, OH",NA,7055,6145,-910,0.465530303030303
2019,"Fitzgerald, GA",NA,1629,1620,-9,0.4986149584487535
2019,"Flagstaff, AZ",NA,15295,13206,-2089,0.4633521630819971
2019,"Flint, MI",NA,49015,43776,-5239,0.4717698914765441
2019,"Florence-Muscle Shoals, AL",NA,12497,12271,-226,0.495437661498708
2019,"Florence, SC",NA,14317,14115,-202,0.49644766460326395
2019,"Fond du Lac, WI",NA,9603,8493,-1110,0.46933023872679047
2019,"Forest City, NC",NA,5021,5295,274,0.5132803412175262
2019,"Forrest City, AR",NA,1351,1189,-162,0.46811023622047243
2019,"Fort Collins, CO",NA,46818,44131,-2687,0.4852279849146225
2019,"Fort Dodge, IA",NA,4181,3290,-891,0.44036942845669924
2019,"Fort Leonard Wood, MO",NA,7317,6354,-963,0.4647794601711652
2019,"Fort Madison-Keokuk, IA-IL-MO",NA,6158,4862,-1296,0.4411978221415608
2019,"Fort Morgan, CO",NA,2528,2434,-94,0.490528012898025
2019,"Fort Payne, AL",NA,5012,4211,-801,0.4565759514257834
2019,"Fort Polk South, LA",NA,5383,4528,-855,0.4568661083644435
2019,"Fort Smith, AR-OK",NA,28547,23658,-4889,0.45317498323915334
2019,"Fort Wayne, IN",NA,46953,41274,-5679,0.46781597470162195
2019,"Frankfort, IN",NA,3078,2721,-357,0.4692188308329022
2019,"Frankfort, KY",NA,8011,8057,46,0.5014314164799601
2019,"Fredericksburg, TX",NA,2595,2770,175,0.516309412861137
2019,"Freeport, IL",NA,4518,3768,-750,0.4547429398986242
2019,"Fremont, NE",NA,4526,3613,-913,0.4439120285047303
2019,"Fremont, OH",NA,4108,3867,-241,0.48489028213166147
2019,"Fresno, CA",FRESNO,73278,68146,-5132,0.48185597918316553
2019,"Gadsden, AL",NA,8166,8010,-156,0.4951780415430267
2019,"Gaffney, SC",NA,3842,3190,-652,0.4536405005688282
2019,"Gainesville, FL",NA,35653,33730,-1923,0.48614213856420163
2019,"Gainesville, GA",NA,15037,15638,601,0.5097962510187449
2019,"Gainesville, TX",NA,4291,3340,-951,0.4376883763595859
2019,"Galesburg, IL",NA,5542,4465,-1077,0.44618766863195763
2019,"Gallup, NM",NA,2121,1449,-672,0.40588235294117647
2019,"Garden City, KS",NA,4527,3317,-1210,0.4228709841917389
2019,"Gardnerville Ranchos, NV",NA,5255,5333,78,0.5036834151870041
2019,"Georgetown, SC",NA,4211,4213,2,0.5001187084520418
2019,"Gettysburg, PA",NA,7577,6901,-676,0.4766542340102224
2019,"Gillette, WY",NA,6318,6059,-259,0.4895370445180577
2019,"Glasgow, KY",NA,5099,5091,-8,0.4996074582924436
2019,"Glens Falls, NY",NA,14236,13383,-853,0.48455773199608965
2019,"Glenwood Springs, CO",NA,10930,9799,-1131,0.4727193786482705
2019,"Gloversville, NY",NA,6348,5489,-859,0.4637154684463969
2019,"Goldsboro, NC",RALEIGH,10350,9810,-540,0.48660714285714285
2019,"Granbury, TX",NA,5713,6799,1086,0.5433983375959079
2019,"Grand Forks, ND-MN",NA,14199,10055,-4144,0.4145707924466068
2019,"Grand Island, NE",NA,9020,6823,-2197,0.4306633844600139
2019,"Grand Junction, CO",NA,21596,19482,-2114,0.4742684648717075
2019,"Grand Rapids-Kentwood, MI",NA,118962,102272,-16690,0.46227975808420046
2019,"Grand Rapids, MN",NA,4209,4130,-79,0.4952632210097134
2019,"Grants Pass, OR",NA,8799,9394,595,0.5163524432474028
2019,"Grants, NM",NA,899,754,-145,0.45614035087719296
2019,"Great Bend, KS",NA,2919,2373,-546,0.44841269841269843
2019,"Great Falls, MT",NA,10345,9026,-1319,0.46595426152496
2019,"Greeley, CO",NA,32184,33887,1703,0.5128876511631427
2019,"Green Bay, WI",NA,37081,31489,-5592,0.4592241505031355
2019,"Greeneville, TN",NA,4939,5308,369,0.5180052698350737
2019,"Greensboro-High Point, NC",NA,71924,65664,-6260,0.47725092304561445
2019,"Greensburg, IN",NA,3363,2772,-591,0.45183374083129585
2019,"Greenville-Anderson, SC",NA,83213,82918,-295,0.4991121464386538
2019,"Greenville, MS",NA,3273,3081,-192,0.48489140698772426
2019,"Greenville, NC",NA,15787,14872,-915,0.4850777911869272
2019,"Greenville, OH",NA,4721,4264,-457,0.47456872565386754
2019,"Greenwood, MS",NA,2284,2001,-283,0.46697782963827306
2019,"Greenwood, SC",NA,4993,4713,-280,0.48557593241294045
2019,"Grenada, MS",NA,1812,1430,-382,0.44108574953732266
2019,"Gulfport-Biloxi, MS",NA,42861,39387,-3474,0.4788809454333236
2019,"Guymon, OK",NA,1646,1073,-573,0.3946303788157411
2019,"Hagerstown-Martinsburg, MD-WV",NA,27075,26711,-364,0.4966162198341576
2019,"Hailey, ID",NA,2569,2536,-33,0.49676787463271305
2019,"Hammond, LA",NA,8345,8985,640,0.518465089440277
2019,"Hanford-Corcoran, CA",FRESNO,11153,9846,-1307,0.46887947045097383
2019,"Hannibal, MO",NA,4376,3548,-828,0.447753659767794
2019,"Harrisburg-Carlisle, PA",NA,59167,57400,-1767,0.4924206679420419
2019,"Harrison, AR",NA,3854,3803,-51,0.4966697139872013
2019,"Harrisonburg, VA",NA,11138,10133,-1005,0.4763762869634714
2019,"Hartford-East Hartford-Middletown, CT",NA,115144,110453,-4691,0.48960314188575205
2019,"Hastings, NE",NA,3657,2687,-970,0.4235498108448928
2019,"Hattiesburg, MS",NA,15286,13492,-1794,0.46883035652234345
2019,"Hays, KS",NA,3465,2876,-589,0.4535562214161804
2019,"Heber, UT",NA,7985,8410,425,0.5129612686794754
2019,"Helena-West Helena, AR",NA,1488,1216,-272,0.44970414201183434
2019,"Helena, MT",NA,9545,9138,-407,0.4891077450088316
2019,"Henderson, NC",RALEIGH,3810,2870,-940,0.4296407185628742
2019,"Hereford, TX",NA,1285,949,-336,0.42479856759176365
2019,"Hermiston-Pendleton, OR",NA,8512,7354,-1158,0.46350687003655616
2019,"Hickory-Lenoir-Morganton, NC",NA,25144,25190,46,0.5004569475900982
2019,"Hillsdale, MI",NA,4507,4137,-370,0.4785978713558538
2019,"Hilo, HI",NA,16761,16285,-476,0.4927979180536222
2019,"Hilton Head Island-Bluffton, SC",NA,23418,24921,1503,0.5155464531744554
2019,"Hinesville, GA",NA,10837,9475,-1362,0.46647302087436
2019,"Hobbs, NM",NA,4889,4385,-504,0.4728272590036662
2019,"Holland, MI",NA,10108,9778,-330,0.4917027054208991
2019,"Homosassa Springs, FL",NA,22272,24034,1762,0.5190256122316762
2019,"Hood River, OR",NA,2411,2169,-242,0.47358078602620085
2019,"Hope, AR",NA,1924,1521,-403,0.44150943396226416
2019,"Hot Springs, AR",NA,12912,12016,-896,0.4820282413350449
2019,"Houghton, MI",NA,4151,3375,-776,0.44844538931703426
2019,"Houma-Thibodaux, LA",NA,13200,12133,-1067,0.47894051237516283
2019,"Houston-The Woodlands-Sugar Land, TX",HOUSTON,565272,570572,5300,0.5023330668648159
2019,"Hudson, NY",NA,4685,4390,-295,0.4837465564738292
2019,"Huntingdon, PA",NA,2710,2530,-180,0.48282442748091603
2019,"Huntington-Ashland, WV-KY-OH",NA,26508,23908,-2600,0.4742145350682323
2019,"Huntington, IN",NA,4419,3820,-599,0.4636485010316786
2019,"Huntsville, AL",NA,43441,46112,2671,0.5149129565732025
2019,"Huntsville, TX",HOUSTON,5168,4751,-417,0.4789797358604698
2019,"Huron, SD",NA,2217,1868,-349,0.4572827417380661
2019,"Hutchinson, KS",NA,8048,6543,-1505,0.4484271126036598
2019,"Hutchinson, MN",NA,3738,3290,-448,0.4681274900398406
2019,"Idaho Falls, ID",NA,14224,14247,23,0.5004039197780198
2019,"Indiana, PA",NA,6020,5413,-607,0.4734540365608327
2019,"Indianapolis-Carmel-Anderson, IN",NA,243724,231479,-12245,0.4871160325166297
2019,"Indianola, MS",NA,1148,1039,-109,0.4750800182898948
2019,"Iowa City, IA",NA,22500,18620,-3880,0.45282101167315175
2019,"Iron Mountain, MI-WI",NA,3153,2789,-364,0.4693705822955234
2019,"Ithaca, NY",NA,12518,10048,-2470,0.4452716476114509
2019,"Jackson, MI",NA,17208,15140,-2068,0.468035118090763
2019,"Jackson, MS",NA,44294,41533,-2761,0.4839153180234658
2019,"Jackson, OH",NA,2675,2556,-119,0.4886255018160964
2019,"Jackson, TN",NA,17173,16821,-352,0.4948226157557216
2019,"Jackson, WY-ID",NA,3976,3713,-263,0.48289764598777474
2019,"Jacksonville, FL",NA,181879,191003,9124,0.5122344334132514
2019,"Jacksonville, IL",NA,3582,3296,-286,0.47920907240476884
2019,"Jacksonville, NC",NA,27626,23618,-4008,0.4608929825930841
2019,"Jacksonville, TX",NA,2943,2747,-196,0.4827768014059754
2019,"Jamestown-Dunkirk-Fredonia, NY",NA,15842,14489,-1353,0.4776960865121493
2019,"Jamestown, ND",NA,2069,1755,-314,0.45894351464435146
2019,"Janesville-Beloit, WI",NA,18396,16048,-2348,0.4659156892346998
2019,"Jasper, AL",NA,4361,4195,-166,0.4902992052360916
2019,"Jasper, IN",NA,4645,4197,-448,0.4746663650757747
2019,"Jefferson City, MO",NA,13175,12259,-916,0.48199260831957225
2019,"Jefferson, GA",NA,5787,6987,1200,0.5469704086425552
2019,"Jennings, LA",NA,2077,1856,-221,0.47190439867785405
2019,"Jesup, GA",NA,2906,2393,-513,0.4515946404982072
2019,"Johnson City, TN",NA,18804,18614,-190,0.49746111497140416
2019,"Johnstown, PA",NA,9796,8692,-1104,0.4701427953266984
2019,"Jonesboro, AR",NA,15603,13220,-2383,0.4586614856191236
2019,"Joplin, MO",NA,20187,18162,-2025,0.47359774700774465
2019,"Juneau, AK",NA,2959,2716,-243,0.47859030837004407
2019,"Kahului-Wailuku-Lahaina, HI",NA,18021,16175,-1846,0.47300853901041057
2019,"Kalamazoo-Portage, MI",NA,32060,26599,-5461,0.453451303295317
2019,"Kalispell, MT",NA,13435,14105,670,0.5121641249092229
2019,"Kankakee, IL",CHICAGO,12444,9664,-2780,0.4371268319160485
2019,"Kansas City, MO-KS",NA,220780,216230,-4550,0.4947941694698062
2019,"Kapaa, HI",NA,6230,4927,-1303,0.4416061665322219
2019,"Kearney, NE",NA,6489,5182,-1307,0.44400651186702084
2019,"Keene, NH",NA,8228,7806,-422,0.4868404640139703
2019,"Kendallville, IN",NA,4648,4035,-613,0.46470114015893127
2019,"Kennett, MO",NA,3494,2939,-555,0.4568630498989585
2019,"Kennewick-Richland, WA",NA,28406,27787,-619,0.4944921965369352
2019,"Kerrville, TX",NA,5323,5146,-177,0.491546470532047
2019,"Ketchikan, AK",NA,1662,1595,-67,0.4897144611605772
2019,"Key West, FL",NA,16909,16498,-411,0.4938485946059209
2019,"Kill Devil Hills, NC",NA,3885,3864,-21,0.4986449864498645
2019,"Killeen-Temple, TX",NA,64749,57102,-7647,0.4686215131595145
2019,"Kingsport-Bristol, TN-VA",NA,25682,25850,168,0.5016300551113871
2019,"Kingston, NY",NEW YORK,15064,13954,-1110,0.48087394031290925
2019,"Kingsville, TX",NA,2920,2300,-620,0.44061302681992337
2019,"Kinston, NC",NA,4458,3758,-700,0.4574001947419669
